MB;MATERIAL;KGS_TENIDOS;KILOS_ACABADOS;VALOR_LOTE_KILO;AR;TAMANO_CLIENTE
2;HCPO;1;0.9;0.32;A;1840.702
2;HCPO;8;8.1;0.19;A;1840.702
2;HCPO;11;11.3;0.129;A;1840.702
2;HCPO;19;19.2;0.02;A;333.561
2;HCPO;1;0;0.36;R;1840.702
2;HCPO;1;1;0.36;A;1840.702
2;HCPO;1;0.9;0.36;A;303.188
2;HCPO;4;4.1;0.17;A;1011.065
2;HCPO;1;0.8;0.35;A;1011.065
2;HCPO;2;1.9;0.2;A;1011.065
2;HCPO;1;0.9;0.33;A;1840.702
2;HCPO;2;1.9;0.18;A;1840.702
2;HCPO;1;0.9;0.33;A;1840.702
2;HCPO;1;0.9;0.08;A;1840.702
2;HCPO;2;1.9;0.165;A;258.115
2;HCPO;7;7.1;0.146;A;1011.065
2;HCPO;1;0.9;0.3;A;1840.702
2;HCPO;2;2;0.155;A;303.188
2;HCPO;2;1.9;0.16;A;1011.065
2;HCPO;3;3.1;0.123;A;1011.065
2;HCPO;3;3.1;0.123;A;1011.065
2;HCPO;4;4.1;0.118;A;258.115
2;HCPO;2;1.9;0.15;A;258.115
2;HCPO;5;5.1;0.126;A;333.561
2;HCPO;19;19.4;0.126;A;333.561
2;HCPO;2;1.9;0.145;A;1011.065
2;HCPO;20;0;0.167;R;264.686
2;HCPO;3;3.1;0.15;A;264.686
2;HCPO;3;2.9;0.153;A;940.959
2;HCPO;16;16.3;0.154;A;333.561
2;HCPO;5;5.1;0.136;A;333.561
2;HCPO;3;2.9;0.153;A;333.561
2;HCPO;12;12.3;0.126;A;460.979
2;HCPO;42;42.8;0.153;A;460.979
2;HCPO;17;0;0.144;R;0.892
2;HCPO;2;1.9;0.155;A;120.534
2;HCPO;9;9.2;0.119;A;7.286
2;HCPO;4;4.1;0.12;A;1011.065
2;HCPO;3;2.9;0.143;A;1011.065
2;HCPO;19;0;0.146;R;320.164
2;HCPO;19;0;0.134;R;333.561
2;HCPO;5;5.1;0.126;A;333.561
2;HCPO;2;2;0.16;A;161.443
2;HCPO;11;11.2;0.138;A;460.979
2;HCPO;1;0.9;0.3;A;1840.702
2;HCPO;2;2.1;0.16;A;1840.702
2;HCPO;1;0.8;0.31;A;336.92
2;HCPO;2;1.9;0.165;A;336.92
2;HCPO;3;2.9;0.133;A;1840.702
2;HCPO;2;1.9;0.15;A;1840.702
2;HCPO;5;5.1;0.122;A;1840.702
2;HCPO;3;3;0.12;A;1840.702
2;HCPO;5;5;0.128;A;7.208
2;HCPO;8;7.9;0.135;A;152.855
2;HCPO;49;50.8;0.127;A;264.686
2;HCPO;5;5.1;0.142;A;460.979
2;HCPO;12;12.3;0.133;A;3.802
2;HCPO;11;11.2;0.13;A;264.686
2;HCPO;2;1.9;0.045;A;320.164
2;HCPO;3;3;0.12;A;1840.702
2;HCPO;2;2;0.15;A;1840.702
2;HCPO;47;48.4;0.132;A;940.959
2;HCPO;59;60.2;0.144;A;940.959
2;HCPO;61;62.1;0.14;A;940.959
2;HCPO;28;28.5;0.138;A;940.959
2;HCPO;10;10.1;0.144;A;539.617
2;HCPO;5;4.9;0.12;A;7.286
2;HCPO;12;12.5;0.115;A;940.959
2;HCPO;4;4;0.12;A;320.164
2;HCPO;3;3.1;0.13;A;1011.065
2;HCPO;4;4.1;0.14;A;264.686
2;HCPO;2;1.9;0.16;A;56.531
2;HCPO;2;2.1;0.185;A;264.686
2;HCPO;8;8.1;0.166;A;264.686
2;HCPO;7;7.1;0.221;A;1011.065
2;HCPO;6;6.1;0.175;A;320.164
2;HCPO;3;3.1;0.15;A;336.92
2;HCPO;2;0;0.155;R;336.92
2;HCPO;7;7;0.127;A;1840.702
2;HCPO;1;1;0.29;A;1840.702
2;HCPO;4;4;0.118;A;1840.702
2;HCPO;2;2;0.06;A;1840.702
2;HCPO;26;26.2;0.157;A;333.561
2;HCPO;6;5.9;0.16;A;940.959
2;HCPO;12;12;0.148;A;539.617
2;HCPO;8;7.9;0.199;A;4.31
2;HCPO;12;12.2;0.133;A;257.176
2;HCPO;15;15.3;0.15;A;460.979
2;HCPO;20;20.2;0.174;A;333.561
2;HCPO;3;3.1;0.14;A;258.115
2;HCPO;2;2;0.19;A;303.188
2;HCPO;2;1.9;0.19;A;940.959
2;HCPO;1;0.9;0.31;A;303.188
2;HCPO;1;1;0.31;A;303.188
2;HCPO;112;114.9;0.149;A;940.959
2;HCPO;69;70.2;0.047;A;940.959
2;HCPO;2;1.9;0.18;A;120.534
2;HCPO;8;8.1;0.18;A;257.176
2;HCPO;1;0;0.29;R;303.188
2;HCPO;1;1.1;0.29;A;303.188
2;HCPO;3;3.1;0.123;A;37.5
2;HCPO;9;9.1;0.12;A;7.286
2;HCPO;8;7.9;0.153;A;257.176
2;HCPO;4;4;0.128;A;1840.702
2;HCPO;2;1.9;0.17;A;264.686
2;HCPO;9;9.2;0.139;A;264.686
2;HCPO;1;0.9;0.47;A;1840.702
2;HCPO;9;9.1;0.192;A;1840.702
2;HCPO;2;1.9;0.2;A;258.115
2;HCPO;4;3.9;0.123;A;539.617
2;HCPO;10;10.1;0.138;A;264.686
2;HCPO;2;2;0.145;A;1840.702
2;HCPO;6;5.9;0.123;A;1840.702
2;HCPO;2;2.1;0.145;A;940.959
2;HCPO;4;3.9;0.18;A;258.115
2;HCPO;2;2.1;0.21;A;258.115
2;HCPO;6;6.1;0.187;A;258.115
2;HCPO;1;1;0.32;A;1011.065
2;HCPO;4;3.9;0.118;A;460.979
2;HCPO;4;3.9;0.118;A;460.979
2;HCPO;17;17.5;0.133;A;460.979
2;HCPO;6;6.1;0.132;A;257.176
2;HCPO;22;22.7;0.14;A;940.959
2;HCPO;4;3.9;0.118;A;940.959
2;HCPO;19;19.7;0.122;A;940.959
2;HCPO;1;0.9;0.33;A;303.188
2;HCPO;2;0;0.16;R;56.531
2;HCPO;34;34.9;0.137;A;460.979
2;HCPO;13;13.3;0.127;A;257.176
2;HCPO;3;3.1;0.12;A;264.686
2;HCPO;11;11.2;0.123;A;333.561
2;HCPO;1;0.9;0.29;A;1840.702
2;HCPO;2;2;0.145;A;1840.702
2;HCPO;5;5.1;0.124;A;1840.702
2;HCPO;1;0.8;0.29;A;1011.065
2;HCPO;12;12.4;0.11;A;3.802
2;HCPO;5;4.9;0.122;A;5.481
2;HCPO;7;6.9;0.126;A;264.686
2;HCPO;8;8.1;0.151;A;264.686
2;HCPO;6;6.1;0.133;A;1840.702
2;HCPO;2;1.9;0.15;A;336.92
2;HCPO;2;1.9;0.15;A;161.443
2;HCPO;1;1;0.32;A;1840.702
2;HCPO;1;1;0.32;A;1840.702
2;HCPO;2;2;0.16;A;161.443
2;HCPO;17;17;0.139;A;114.262
2;HCPO;2;0;0.15;R;336.92
2;HCPO;3;3.2;0.147;A;940.959
2;HCPO;3;3.1;0.137;A;336.92
2;HCPO;10;10.1;0.158;A;940.959
2;HCPO;2;1.9;0.17;A;336.92
2;HCPO;1;0.8;0.08;A;1011.065
2;HCPO;1;0.8;0.33;A;1011.065
2;HCPO;3;3.1;0.12;A;1011.065
2;HCPO;2;1.9;0.16;A;161.443
2;HCPO;5;5.1;0.124;A;5.481
2;HCPO;18;18;0.128;A;161.443
2;HCPO;2;2.1;0.165;A;56.531
2;HCPO;61;62.6;0.153;A;940.959
2;HCPO;4;4.1;0.138;A;940.959
2;HCPO;8;8.2;0.14;A;539.617
2;HCPO;39;39.7;0.165;A;460.979
2;HCPO;17;17;0.14;A;0.892
2;HCPO;4;4;0.13;A;320.164
2;HCPO;2;1.9;0.31;A;303.188
2;HCPO;7;0;0.114;R;264.686
2;HCPO;17;17.2;0.139;A;264.686
2;HCPO;7;6.9;0.11;A;152.855
2;HCPO;6;5.9;0.13;A;1011.065
2;HCPO;12;12.3;0.117;A;539.617
2;HCPO;3;3.1;0.123;A;37.5
2;HCPO;9;8.8;0.122;A;257.176
2;HCPO;2;1.9;0.16;A;336.92
2;HCPO;2;1.9;0.16;A;56.531
2;HCPO;3;3.1;0.13;A;336.92
2;HCPO;2;1.9;0.155;A;303.188
2;HCPO;22;21.8;0.152;A;320.164
2;HCPO;3;2.9;0.137;A;152.855
2;HCPO;1;1;0.31;A;1011.065
2;HCPO;1;0;0.31;R;1011.065
2;HCPO;4;3.9;0.14;A;1011.065
2;HCPO;5;5.1;0.128;A;5.481
2;HCPO;3;2.9;0.14;A;460.979
2;HCPO;4;3.9;0.135;A;460.979
2;HCPO;216;221.7;0.142;A;940.959
2;HCPO;216;224.2;0.142;A;940.959
2;HCPO;161;165.4;0.129;A;940.959
2;HCPO;18;18.4;0.142;A;940.959
2;HCPO;6;6.1;0.158;A;258.115
2;HCPO;21;21.1;0.175;A;258.115
2;HCPO;2;0;0.175;R;258.115
2;HCPO;20;0;0.119;R;264.686
2;HCPO;20;20.2;0.02;A;264.686
2;HCPO;3;3.1;0.137;A;120.534
2;HCPO;2;2.1;0.175;A;336.92
2;HCPO;4;0;0.133;R;940.959
2;HCPO;1;0.8;0.3;A;539.617
2;HCPO;15;15.5;0.121;A;258.115
2;HCPO;2;1.9;0.18;A;161.443
2;HCPO;2;1.9;0.175;A;258.115
2;HCPO;2;0;0.175;R;1011.065
2;HCPO;1;0.9;0.3;A;1840.702
2;HCPO;1;1;0.05;A;1840.702
2;HCPO;5;5.2;0.146;A;320.164
2;HCPO;1;0.9;0.31;A;152.855
2;HCPO;53;53.3;0.139;A;940.959
2;HCPO;18;18.2;0.141;A;257.176
2;HCPO;2;2.1;0.175;A;264.686
2;HCPO;5;5.3;0.028;A;1840.702
2;HCPO;2;2;0.15;A;1840.702
2;HCPO;25;25.5;0.166;A;264.686
2;HCPO;2;2.1;0.16;A;940.959
2;HCPO;5;5;0.15;A;36.793
2;HCPO;6;5.9;0.138;A;1840.702
2;HCPO;2;2.1;0.16;A;1011.065
2;HCPO;3;2.9;0.023;A;19.036
2;HCPO;20;20.6;0.113;A;19.036
2;HCPO;2;2;0.155;A;1840.702
2;HCPO;9;9.1;0.124;A;1011.065
2;HCPO;2;1.9;0.15;A;59.922
2;HCPO;19;19.7;0.119;A;161.443
2;HCPO;2;1.9;0.15;A;161.443
2;HCPO;14;14.5;0.121;A;120.534
2;HCPO;7;7.1;0.111;A;120.534
2;HCPO;4;4.1;0.115;A;940.959
2;HCPO;7;0;0.126;R;940.959
2;HCPO;7;7;0.104;A;320.164
2;HCPO;19;19.4;0.117;A;258.115
2;HCPO;1;0.8;0.18;A;940.959
2;HCPO;15;15.3;0.065;A;940.959
2;HCPO;2;2.1;0.15;A;56.531
2;HCPO;2;2;0.145;A;1840.702
2;HCPO;6;6.2;0.122;A;1840.702
2;HCPO;7;7.1;0.124;A;120.534
2;HCPO;5;4.9;0.118;A;1011.065
2;HCPO;3;2.9;0.117;A;7.208
2;HCPO;13;13;0.124;A;37.5
2;HCPO;11;11;0.12;A;120.534
2;HCPO;3;3.1;0.117;A;120.534
2;HCPO;1;0.8;0.29;A;539.617
2;HCPO;12;12.3;0.111;A;539.617
2;HCPO;8;8.1;0.129;A;1011.065
2;HCPO;49;50.1;0.121;A;0.892
2;HCPO;3;3.1;0.117;A;1011.065
2;HCPO;17;0;0.058;R;940.959
2;HCPO;4;4.1;0.07;A;940.959
2;HCPO;2;1.9;0.09;A;940.959
2;HCPO;2;2;0.145;A;320.164
2;HCPO;12;12.3;0.11;A;1840.702
2;HCPO;8;8.1;0.128;A;1840.702
2;HCPO;13;13.3;0.123;A;1840.702
2;HCPO;97;98.7;0.136;A;1840.702
2;HCPO;8;8.1;0.136;A;1011.065
2;HCPO;2;2.1;0.09;A;36.793
2;HCPO;155;155.8;0.115;A;161.443
2;HCPO;8;8;0.129;A;320.164
2;HCPO;50;50.7;0.121;A;539.617
2;HCPO;2;1.6;0.15;A;539.617
2;HCPO;14;14.2;0.119;A;333.561
2;HCPO;3;0;0.12;R;60.159
2;HCPO;4;3.9;0.11;A;264.686
2;HCPO;6;6.1;0.122;A;3.802
2;HCPO;80;80.3;0.128;A;1840.702
2;HCPO;5;5.1;0.118;A;1840.702
2;HCPO;5;5;0.118;A;1840.702
2;HCPO;4;4;0.115;A;1840.702
2;HCPO;3;3.1;0.143;A;940.959
2;HCPO;6;6.1;0.297;A;1840.702
2;HCPO;4;4;0.29;A;1840.702
2;HCPO;3;3.1;0.457;A;539.617
2;HCPO;34;35.3;0.511;A;333.561
2;HCPO;2;1.9;0.2;A;258.115
2;HCPO;3;3.1;0.197;A;333.561
2;HCPO;27;27.7;0.206;A;264.686
2;HCPO;10;10.2;0.203;A;264.686
2;HCPO;1;0.9;0.44;A;1840.702
2;HCPO;4;4.1;0.17;A;60.159
2;HCPO;2;2;0.225;A;7.208
2;HCPO;1;0.8;0.66;A;940.959
2;HCPO;9;8.8;0.409;A;320.164
2;HCPO;5;5;0.378;A;1840.702
2;HCPO;2;1.9;0.245;A;1840.702
2;HCPO;7;7;0.203;A;1840.702
2;HCPO;1;1;0.4;A;1840.702
2;HCPO;4;4.1;0.168;A;1011.065
2;HCPO;9;9.2;0.388;A;1840.702
2;HCPO;2;2;0.275;A;152.855
2;HCPO;4;4.1;0.275;A;940.959
2;HCPO;2;1.9;0.215;A;1840.702
2;HCPO;5;5.1;0.216;A;1011.065
2;HCPO;3;3.1;0.207;A;60.159
2;HCPO;2;2.1;0.57;A;2.6
2;HCPO;2;2.1;0.305;A;940.959
2;HCPO;4;4.1;0.158;A;120.534
2;HCPO;2;1.9;0.195;A;7.208
2;HCPO;2;1.9;0.355;A;258.115
2;HCPO;2;0;0.235;R;940.959
2;HCPO;38;39.3;0.312;A;460.979
2;HCPO;8;8.1;0.301;A;460.979
2;HCPO;47;47.9;0.199;A;940.959
2;HCPO;40;40.7;0.205;A;940.959
2;HCPO;51;52.3;0.191;A;940.959
2;HCPO;36;36.9;0.096;A;940.959
2;HCPO;17;17.2;0.189;A;258.115
2;HCPO;10;10.1;0.193;A;258.115
2;HCPO;6;6.2;0.257;A;1840.702
2;HCPO;9;9.1;0.267;A;1011.065
2;HCPO;4;3.9;0.318;A;1011.065
2;HCPO;1;1;0.59;A;1011.065
2;HCPO;4;4.1;0.313;A;1840.702
2;HCPO;23;23.4;0.632;A;258.115
2;HCPO;11;11;0.625;A;258.115
2;HCPO;22;22.2;0.281;A;1840.702
2;HCPO;28;28.5;0.315;A;320.164
2;HCPO;7;7.1;0.341;A;460.979
2;HCPO;7;6.9;0.341;A;460.979
2;HCPO;15;15.3;0.34;A;460.979
2;HCPO;31;31.3;0.401;A;460.979
2;HCPO;6;0;0.39;R;460.979
2;HCPO;3;0;0.393;R;460.979
2;HCPO;3;2.9;0.197;A;460.979
2;HCPO;17;17.7;0.394;A;460.979
2;HCPO;7;7.1;0.651;A;460.979
2;HCPO;5;5.1;0.666;A;460.979
2;HCPO;2;2.1;0.57;A;460.979
2;HCPO;2;1.9;0.27;A;258.115
2;HCPO;9;9.1;0.236;A;258.115
2;HCPO;2;1.9;0.295;A;336.92
2;HCPO;2;2.1;0.3;A;336.92
2;HCPO;3;3.1;0.32;A;59.922
2;HCPO;2;2.1;0.335;A;336.92
2;HCPO;21;21.1;0.344;A;460.979
2;HCPO;2;2.1;0.24;A;336.92
2;HCPO;2;2.1;0.24;A;336.92
2;HCPO;2;2.1;0.24;A;336.92
2;HCPO;9;9.1;0.123;A;303.188
2;HCPO;2;2.1;0.15;A;333.561
2;HCPO;2;2;0.15;A;320.164
2;HCPO;21;21.5;0.144;A;320.164
2;HCPO;5;5.1;0.122;A;5.481
2;HCPO;3;3.1;0.13;A;258.115
2;HCPO;13;13.2;0.129;A;320.164
2;HCPO;3;2.9;0.13;A;60.159
2;HCPO;7;7.1;0.109;A;258.115
2;HCPO;2;2;0.17;A;320.164
2;HCPO;3;3.1;0.15;A;257.176
2;HCPO;38;38.2;0.17;A;257.176
2;HCPO;22;22.4;0.14;A;19.036
2;HCPO;6;6.1;0.28;A;539.617
2;HCPO;3;3;0.137;A;303.188
2;HCPO;8;8.2;0.148;A;120.534
2;HCPO;2;1.9;0.25;A;1840.702
2;HCPO;2;1.9;0.25;A;1840.702
2;HCPO;1;1;0.4;A;1011.065
2;HCPO;2;2.1;0.25;A;1840.702
2;HCPO;1;0.9;0.4;A;1840.702
2;HCPO;2;2.1;0.185;A;258.115
2;HCPO;13;13.2;0.215;A;333.561
2;HCPO;3;3.1;0.223;A;181.073
2;HCPO;3;2.9;0.187;A;940.959
2;HCPO;16;16.5;0.259;A;333.561
2;HCPO;5;5.1;0.242;A;333.561
2;HCPO;17;17.3;0.183;A;120.534
2;HCPO;2;1.9;0.165;A;30.743
2;HCPO;2;2.1;0.195;A;336.92
2;HCPO;10;10.1;0.183;A;257.176
2;HCPO;10;10.1;0.172;A;257.176
2;HCPO;101;103.4;0.224;A;940.959
2;HCPO;65;66.6;0.217;A;940.959
2;HCPO;40;40.8;0.221;A;940.959
2;HCPO;2;1.9;0.19;A;258.115
2;HCPO;2;2.2;0.39;A;4.31
2;HCPO;1;0.9;0.65;A;1840.702
2;HCPO;3;2.9;0.233;A;333.561
2;HCPO;33;33.8;0.152;A;460.979
2;HCPO;9;9.1;0.238;A;257.176
2;HCPO;10;10.1;0.26;A;257.176
2;HCPO;8;8.2;0.178;A;264.686
2;HCPO;7;6.9;0.179;A;1011.065
2;HCPO;3;2.9;0.343;A;320.164
2;HCPO;2;1.9;0.12;A;940.959
2;HCPO;15;15.2;0.418;A;257.176
2;HCPO;8;7.9;0.173;A;257.176
2;HCPO;17;17.1;0.174;A;257.176
2;HCPO;52;52.7;0.168;A;114.262
2;HCPO;31;31.2;0.156;A;257.176
2;HCPO;11;11;0.333;A;114.262
2;HCPO;2;1.9;0.17;A;258.115
2;HCPO;7;7.1;0.13;A;1011.065
2;HCPO;2;1.9;0.24;A;1840.702
2;HCPO;2;2;0.24;A;1840.702
2;HCPO;8;0;0.303;R;1011.065
2;HCPO;3;3.1;0.193;A;181.073
2;HCPO;11;11.2;0.196;A;120.534
2;HCPO;16;16.3;0.18;A;320.164
2;HCPO;7;7.1;0.194;A;320.164
2;HCPO;9;9.2;0.433;A;333.561
2;HCPO;2;1.9;0.465;A;258.115
2;HCPO;22;22.6;0.241;A;181.073
2;HCPO;9;9;0.234;A;257.176
2;HCPO;1;0.8;0.55;A;1011.065
2;HCPO;4;4.1;0.21;A;539.617
2;HCPO;2;1.9;0.24;A;539.617
2;HCPO;14;14.2;0.154;A;258.115
2;HCPO;12;0;0.124;R;539.617
2;HCPO;25;0;0.16;R;333.561
2;HCPO;8;8.1;0.28;A;940.959
2;HCPO;1;0.8;0.45;A;940.959
2;HCPO;3;2.9;0.25;A;1011.065
2;HCPO;3;3.1;0.217;A;258.115
2;HCPO;5;5.1;0.216;A;258.115
2;HCPO;71;71.5;0.28;A;114.262
2;HCPO;2;2.1;0.43;A;258.115
2;HCPO;20;0;0.315;R;320.164
2;HCPO;45;45.8;0.319;A;320.164
2;HCPO;20;20.7;0.354;A;320.164
2;HCPO;2;2.1;0.32;A;258.115
2;HCPO;2;1.9;0.445;A;258.115
2;HCPO;2;2;0.315;A;161.443
2;HCPO;2;1.9;0.31;A;258.115
2;HCPO;1;1;0.46;A;152.855
2;HCPO;11;10.8;0.283;A;303.188
2;HCPO;7;6.9;0.267;A;258.115
2;HCPO;10;10.2;0.296;A;258.115
2;HCPO;1;0.8;0.43;A;940.959
2;HCPO;2;1.9;0.34;A;258.115
2;HCPO;2;1.9;0.315;A;303.188
2;HCPO;2;1.9;0.26;A;56.531
2;HCPO;3;2.9;0.383;A;258.115
2;HCPO;2;2.1;0.41;A;258.115
2;HCPO;8;8.1;0.25;A;539.617
2;HCPO;9;9.1;0.236;A;539.617
2;HCPO;1;0.8;0.54;A;1011.065
2;HCPO;4;4;0.33;A;152.855
2;HCPO;5;5.1;0.33;A;37.5
2;HCPO;10;9.9;0.584;A;539.617
2;HCPO;21;21.2;0.546;A;940.959
2;HCPO;2;1.9;0.275;A;1011.065
2;HCPO;5;5;0.346;A;1840.702
2;HCPO;3;2.9;0.347;A;1840.702
2;HCPO;1;0.8;0.38;A;1011.065
2;HCPO;2;1.9;0.26;A;258.115
2;HCPO;4;4.1;0.22;A;258.115
2;HCPO;8;8.2;0.19;A;539.617
2;HCPO;5;5.1;0.182;A;539.617
2;HCPO;2;1.9;0.445;A;258.115
2;HCPO;5;5.3;0.15;A;114.262
2;HCPO;5;5.1;0.286;A;264.686
2;HCPO;4;3.9;0.185;A;181.073
2;HCPO;1;1;0.41;A;1840.702
2;HCPO;2;1.9;0.255;A;1840.702
2;HCPO;1;0.9;0.35;A;1840.702
2;HCPO;8;8.1;0.234;A;30.583
2;HCPO;8;8.1;0.215;A;940.959
2;HCPO;64;65.4;0.214;A;940.959
2;HCPO;11;11.3;0.208;A;940.959
2;HCPO;8;8.1;0.215;A;940.959
2;HCPO;46;46.8;0.215;A;940.959
2;HCPO;2;1.9;0.235;A;940.959
2;HCPO;1;0.9;0.9;A;1840.702
2;HCPO;8;7.9;0.669;A;1840.702
2;HCPO;3;3.1;0.243;A;181.073
2;HCPO;1;1;0.54;A;940.959
2;HCPO;6;6.1;0.443;A;460.979
2;HCPO;17;17.7;0.338;A;460.979
2;HCPO;20;20.4;0.334;A;1840.702
2;HCPO;3;2.9;0.253;A;940.959
2;HCPO;192;199.6;0.265;A;940.959
2;HCPO;67;68.9;0.247;A;940.959
2;HCPO;149;153.7;0.245;A;940.959
2;HCPO;33;33.1;0.261;A;940.959
2;HCPO;37;0;0.145;R;460.979
2;HCPO;3;3.1;0.16;A;333.561
2;HCPO;21;21.2;0.142;A;333.561
2;HCPO;4;3.9;0.153;A;257.176
2;HCPO;3;2.9;0.177;A;181.073
2;HCPO;33;32.7;0.241;A;333.561
2;HCPO;2;2.1;0.25;A;333.561
2;HCPO;1;0.8;0.32;A;539.617
2;HCPO;7;0;0.299;R;1011.065
2;HCPO;1;1;0.34;A;940.959
2;HCPO;10;10.1;0.209;A;258.115
2;HCPO;9;9.2;0.189;A;258.115
2;HCPO;5;5.1;0.204;A;940.959
2;HCPO;11;11.3;0.207;A;940.959
2;HCPO;2;2.1;0.395;A;264.686
2;HCPO;11;11.3;0.225;A;264.686
2;HCPO;15;15.1;0.209;A;257.176
2;HCPO;5;0;0.228;R;257.176
2;HCPO;3;3.1;0.383;A;539.617
2;HCPO;5;5.1;0.386;A;539.617
2;HCPO;23;23.5;0.196;A;257.176
2;HCPO;7;6.9;0.357;A;257.176
2;HCPO;4;4.1;0.178;A;60.159
2;HCPO;3;3.2;0.26;A;60.159
2;HCPO;15;15.3;0.355;A;264.686
2;HCPO;15;15.2;0.355;A;264.686
2;HCPO;19;19.4;0.363;A;264.686
2;HCPO;2;2.1;0.185;A;336.92
2;HCPO;1;1;0.31;A;303.188
2;HCPO;1;0.9;0.31;A;1840.702
2;HCPO;1;0.9;0.37;A;303.188
2;HCPO;1;0.8;0.55;A;1011.065
2;HCPO;12;12.2;0.253;A;1011.065
2;HCPO;18;18;0.208;A;257.176
2;HCPO;39;39.3;0.215;A;257.176
2;HCPO;11;11.1;0.234;A;1840.702
2;HCPO;5;5.1;0.206;A;264.686
2;HCPO;7;7;0.237;A;1840.702
2;HCPO;10;10.1;0.285;A;460.979
2;HCPO;8;0;0.239;R;539.617
2;HCPO;4;3.7;0.223;A;539.617
2;HCPO;9;9.1;0.164;A;1840.702
2;HCPO;1;0.9;0.56;A;303.188
2;HCPO;9;9;0.246;A;152.855
2;HCPO;2;2.1;0.28;A;120.534
2;HCPO;1;0.8;0.38;A;1011.065
2;HCPO;1;0.9;0.73;A;303.188
2;HCPO;6;6;0.323;A;320.164
2;HCPO;19;19.1;0.596;A;539.617
2;HCPO;2;2;0.235;A;1840.702
2;HCPO;5;5.1;0.21;A;1840.702
2;HCPO;4;4.1;0.203;A;1840.702
2;HCPO;3;3;0.107;A;1840.702
2;HCPO;1;0.8;0.43;A;940.959
2;HCPO;7;7.1;0.281;A;114.262
2;HCPO;15;15.2;0.211;A;1840.702
2;HCPO;4;4;0.22;A;1840.702
2;HCPO;9;9.1;0.218;A;1840.702
2;HCPO;3;3.1;0.23;A;1840.702
2;HCPO;47;47.6;0.305;A;940.959
2;HCPO;88;89.6;0.314;A;940.959
2;HCPO;11;11.2;0.315;A;539.617
2;HCPO;5;4.9;0.314;A;539.617
2;HCPO;82;83.9;0.213;A;940.959
2;HCPO;2;1.9;0.345;A;940.959
2;HCPO;16;16.3;0.514;A;258.115
2;HCPO;10;10.2;0.652;A;258.115
2;HCPO;4;4.1;0.305;A;1840.702
2;HCPO;1;1;0.43;A;1840.702
2;HCPO;2;2.1;0.18;A;258.115
2;HCPO;4;4.1;0.145;A;258.115
2;HCPO;4;3.9;0.218;A;303.188
2;HCPO;1;0.9;0.46;A;1840.702
2;HCPO;2;1.9;0.4;A;336.92
2;HCPO;1;0.8;0.6;A;1011.065
2;HCPO;3;3.1;0.403;A;1011.065
2;HCPO;8;7.9;0.346;A;152.855
2;HCPO;18;0;0.159;R;460.979
2;HCPO;10;10.1;0.17;A;460.979
2;HCPO;21;21.4;0.142;A;460.979
2;HCPO;5;4.9;0.266;A;258.115
2;HCPO;20;20.6;0.233;A;1011.065
2;HCPO;34;34.7;0.103;A;114.262
2;HCPO;19;19.4;0.508;A;539.617
2;HCPO;4;3.9;0.495;A;120.534
2;HCPO;42;42.7;0.488;A;940.959
2;HCPO;9;9.1;0.738;A;940.959
2;HCPO;2;2;0.2;A;152.855
2;HCPO;1;0.8;0.3;A;1011.065
2;HCPO;2;2.1;0.205;A;258.115
2;HCPO;6;6.1;0.143;A;258.115
2;HCPO;7;7.1;0.126;A;1011.065
2;HCPO;1;0.9;0.34;A;152.855
2;HCPO;21;21;0.32;A;257.176
2;HCPO;11;11.1;0.299;A;257.176
2;HCPO;1;0;0.06;R;940.959
2;HCPO;3;3.1;0.15;A;258.115
2;HCPO;2;1.9;0.815;A;303.188
2;HCPO;16;16.2;0.244;A;539.617
2;HCPO;7;7.1;0.191;A;1840.702
2;HCPO;2;1.9;0.265;A;539.617
2;HCPO;3;2.9;0.34;A;460.979
2;HCPO;28;0;0.353;R;460.979
2;HCPO;38;38.1;0.359;A;460.979
2;HCPO;1;0.9;1.03;A;152.855
2;HCPO;1;0.9;0.59;A;303.188
2;HCPO;1;0.8;0.48;A;1011.065
2;HCPO;2;1.9;0.28;A;114.262
2;HCPO;2;1.9;0.34;A;161.443
2;HCPO;2;2.1;0.25;A;258.115
2;HCPO;6;6;0.225;A;152.855
2;HCPO;2;1.9;0.175;A;303.188
2;HCPO;2;2.1;0.175;A;940.959
2;HCPO;6;5.9;0.27;A;1011.065
2;HCPO;4;4.1;0.17;A;258.115
2;HCPO;3;2.9;0.18;A;258.115
2;HCPO;1;0.9;0.48;A;1840.702
2;HCPO;1;1;0.49;A;1840.702
2;HCPO;1;0.9;0.49;A;1840.702
2;HCPO;4;4.1;0.305;A;1011.065
2;HCPO;5;5;0.43;A;1840.702
2;HCPO;4;4.1;0.118;A;940.959
2;HCPO;45;46.4;0.133;A;940.959
2;HCPO;2;2;0.15;A;114.262
2;HCPO;4;4.2;0.118;A;1011.065
2;HCPO;1;0;0.29;R;152.855
2;HCPO;3;2.9;0.057;A;114.262
2;HCPO;24;24.7;0.196;A;460.979
2;HCPO;34;34.9;0.203;A;460.979
2;HCPO;1;0.9;0.36;A;1840.702
2;HCPO;3;3.1;0.16;A;120.534
2;HCPO;15;15.3;0.135;A;0.892
2;HCPO;2;2;0.55;A;60.159
2;HCPO;8;8;0.17;A;320.164
2;HCPO;2;2.1;0.15;A;258.115
2;HCPO;8;8.1;0.159;A;114.262
2;HCPO;9;9.1;0.141;A;460.979
2;HCPO;17;17.3;0.157;A;460.979
