id;age;workclass;fnlwgt;education;education-num;marital-status;occupation;relationship;race;sex;capital-gain;capital-loss;hours-per-week;native-country
2223;55; Self-emp-not-inc;59469; 9th;5; Married-civ-spouse; Farming-fishing; Husband; White; Male;0;0;25; United-States
2224;24; Private;127139; Some-college;10; Never-married; Adm-clerical; Own-child; White; Female;0;0;40; United-States
2225;35; Private;136343; HS-grad;9; Never-married; Sales; Not-in-family; White; Male;0;0;40; United-States
2226;32; Self-emp-not-inc;350624; 12th;8; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;40; United-States
2227;68; Private;166149; HS-grad;9; Widowed; Adm-clerical; Not-in-family; White; Female;0;2206;30; United-States
2228;29; Private;121523; 11th;7; Married-civ-spouse; Transport-moving; Husband; White; Male;0;0;60; United-States
2229;24; Self-emp-not-inc;267396; Bachelors;13; Never-married; Sales; Not-in-family; White; Male;0;0;40; United-States
2230;61; Private;83045; 9th;5; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;0;0;40; United-States
2231;34; Private;160449; HS-grad;9; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;0;0;44; United-States
2232;55; Self-emp-inc;124137; Prof-school;15; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;2415;35; Greece
2233;41; Private;154194; HS-grad;9; Never-married; Sales; Own-child; White; Female;0;0;40; United-States
2234;36; Self-emp-not-inc;295127; HS-grad;9; Married-civ-spouse; Farming-fishing; Husband; White; Male;0;0;84; United-States
2235;60; Private;240521; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;7298;0;40; United-States
2236;61; Self-emp-not-inc;244087; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;52; United-States
2237;35; Private;356250; Prof-school;15; Married-civ-spouse; Sales; Husband; Asian-Pac-Islander; Male;0;0;35; China
2238;42; State-gov;293791; Bachelors;13; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;50; United-States
2239;26; Private;44308; Bachelors;13; Never-married; Tech-support; Not-in-family; White; Male;0;0;40; United-States
2240;44; Local-gov;210527; Some-college;10; Never-married; Other-service; Unmarried; Black; Female;0;0;40; United-States
2241;31; State-gov;151763; Masters;14; Never-married; Adm-clerical; Not-in-family; White; Male;0;0;25; United-States
2242;39; State-gov;267581; HS-grad;9; Never-married; Other-service; Not-in-family; Black; Male;0;0;40; United-States
2243;20; Private;100188; Some-college;10; Never-married; Tech-support; Own-child; White; Female;0;0;24; United-States
2244;32; Self-emp-inc;111746; Some-college;10; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;40; United-States
2245;32; Self-emp-not-inc;171091; HS-grad;9; Married-civ-spouse; Sales; Husband; White; Male;0;0;40; United-States
2246;61; Private;355645; 9th;5; Married-civ-spouse; Machine-op-inspct; Husband; Black; Male;0;0;20; Trinadad&Tobago
2247;54; Local-gov;137678; Some-college;10; Divorced; Adm-clerical; Unmarried; White; Female;0;0;40; United-States
2248;23; Private;70894; Assoc-acdm;12; Never-married; Craft-repair; Other-relative; White; Male;0;0;40; United-States
2249;19; Private;171306; HS-grad;9; Never-married; Sales; Own-child; White; Male;0;0;3; United-States
2250;31; Private;100997; Some-college;10; Married-civ-spouse; Prof-specialty; Husband; Amer-Indian-Eskimo; Male;0;0;40; United-States
2251;35; Private;63921; 5th-6th;3; Married-civ-spouse; Handlers-cleaners; Husband; White; Male;0;0;40; Mexico
2252;29; Private;32897; HS-grad;9; Divorced; Other-service; Not-in-family; White; Female;0;0;25; United-States
2253;29; Local-gov;251854; HS-grad;9; Never-married; Protective-serv; Not-in-family; Black; Female;0;0;40; United-States
2254;25; Private;345121; 10th;6; Separated; Other-service; Own-child; White; Female;0;0;25; United-States
2255;46; Private;86220; Bachelors;13; Divorced; Sales; Not-in-family; White; Female;0;0;40; United-States
2256;35; Private;172845; Assoc-voc;11; Never-married; Other-service; Unmarried; White; Female;0;0;30; United-States
2257;20; Private;171398; 10th;6; Never-married; Sales; Not-in-family; Other; Male;0;0;40; United-States
2258;24; Self-emp-not-inc;174391; HS-grad;9; Married-civ-spouse; Adm-clerical; Wife; White; Female;0;0;40; United-States
2259;48; Private;207058; HS-grad;9; Divorced; Adm-clerical; Unmarried; White; Female;0;0;37; United-States
2260;37; Private;291251; HS-grad;9; Divorced; Machine-op-inspct; Not-in-family; White; Female;0;0;40; United-States
2261;60; Self-emp-not-inc;224377; HS-grad;9; Married-civ-spouse; Sales; Husband; White; Male;0;0;40; United-States
2262;39; Private;105813; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;40; United-States
2263;29; Local-gov;180916; Some-college;10; Separated; Adm-clerical; Unmarried; White; Female;0;0;38; United-States
2264;31; Self-emp-not-inc;122749; Assoc-voc;11; Divorced; Craft-repair; Own-child; White; Male;0;0;20; United-States
2265;38; Private;31069; Assoc-voc;11; Married-civ-spouse; Craft-repair; Husband; White; Male;4386;0;40; United-States
2266;26; Self-emp-not-inc;284343; Assoc-acdm;12; Never-married; Craft-repair; Not-in-family; White; Male;0;0;40; United-States
2267;64; Private;319371; Bachelors;13; Married-civ-spouse; Exec-managerial; Husband; White; Male;15024;0;40; United-States
2268;46; Private;174224; Assoc-voc;11; Divorced; Protective-serv; Not-in-family; Black; Male;0;0;40; United-States
2269;39; Private;127772; HS-grad;9; Married-civ-spouse; Sales; Husband; White; Male;3103;0;44; United-States
2270;48; Private;80651; HS-grad;9; Divorced; Machine-op-inspct; Not-in-family; White; Female;0;0;55; United-States
2271;46; Private;62793; HS-grad;9; Divorced; Sales; Other-relative; White; Female;0;0;40; United-States
2272;42; Private;191712; Bachelors;13; Divorced; Sales; Not-in-family; White; Male;0;1590;40; United-States
2273;39; Self-emp-not-inc;237532; HS-grad;9; Married-civ-spouse; Sales; Wife; Black; Female;0;0;54; Dominican-Republic
2274;50; Federal-gov;20179; Masters;14; Married-civ-spouse; Tech-support; Husband; White; Male;0;0;40; United-States
2275;24; Private;311376; Bachelors;13; Never-married; Prof-specialty; Not-in-family; White; Female;0;0;40; United-States
2276;30; Private;432565; Assoc-voc;11; Married-civ-spouse; Tech-support; Other-relative; White; Female;0;0;40; Canada
2277;39; Self-emp-inc;329980; Bachelors;13; Married-civ-spouse; Sales; Husband; White; Male;0;2415;60; United-States
2278;29; Self-emp-not-inc;125190; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;40; United-States
2279;23; Private;342946; 11th;7; Never-married; Transport-moving; Own-child; White; Female;0;0;38; United-States
2280;32; Private;123429; 10th;6; Separated; Craft-repair; Not-in-family; White; Male;0;0;40; United-States
2281;69; Self-emp-inc;69209; Bachelors;13; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;3818;0;30; United-States
2282;55; Private;66356; HS-grad;9; Separated; Handlers-cleaners; Unmarried; White; Male;0;0;40; United-States
2283;41; Private;195897; Some-college;10; Married-civ-spouse; Sales; Husband; White; Male;0;0;50; United-States
2284;44; Self-emp-inc;153132; Bachelors;13; Married-civ-spouse; Exec-managerial; Husband; White; Male;7688;0;52; United-States
2285;18; Private;230875; 11th;7; Never-married; Adm-clerical; Not-in-family; White; Male;0;0;40; United-States
2286;74; Self-emp-not-inc;92298; Bachelors;13; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;10; United-States
2287;40; Private;185145; Doctorate;16; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;40; United-States
2288;27; Private;297296; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;40; United-States
2289;55; Private;145214; HS-grad;9; Divorced; Adm-clerical; Not-in-family; White; Female;0;0;40; United-States
2290;52; Self-emp-not-inc;242341; 7th-8th;4; Married-civ-spouse; Craft-repair; Husband; Amer-Indian-Eskimo; Male;0;0;40; United-States
2291;54; Private;240542; Some-college;10; Divorced; Sales; Unmarried; White; Female;0;0;48; United-States
2292;36; Private;104772; HS-grad;9; Divorced; Craft-repair; Unmarried; White; Male;0;0;48; United-States
2293;26; Private;181666; HS-grad;9; Never-married; Handlers-cleaners; Own-child; White; Female;0;0;40; United-States
2294;18; Private;415520; 11th;7; Never-married; Craft-repair; Own-child; White; Male;0;0;20; United-States
2295;38; Private;258761; HS-grad;9; Divorced; Exec-managerial; Not-in-family; White; Male;0;0;50; United-States
2296;50; Private;88842; Bachelors;13; Married-civ-spouse; Transport-moving; Husband; White; Male;7298;0;40; United-States
2297;32; Private;158438; Some-college;10; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;60; United-States
2298;57; Private;206206; Bachelors;13; Married-civ-spouse; Sales; Husband; White; Male;0;0;40; United-States
2299;20; Private;51816; HS-grad;9; Never-married; Protective-serv; Own-child; Black; Male;0;0;40; United-States
2300;27; Private;253814; Some-college;10; Never-married; Adm-clerical; Not-in-family; White; Female;0;0;40; United-States
2301;31; Self-emp-not-inc;161745; Bachelors;13; Married-spouse-absent; Exec-managerial; Not-in-family; White; Male; ;1980;60; United-States
2302;60; Private;162947; 5th-6th;3; Divorced; Machine-op-inspct; Not-in-family; White; Female;0;0;40; Puerto-Rico
2303;52; Private;163027; HS-grad;9; Divorced; Craft-repair; Unmarried; White; Female;0;0;50; United-States
2304;61; Private;146788; 7th-8th;4; Married-civ-spouse; Transport-moving; Husband; White; Male;0;0;40; United-States
2305;57; Self-emp-not-inc;73309; HS-grad;9; Widowed; Craft-repair; Not-in-family; White; Male;0;0;55; United-States
2306;59; Self-emp-not-inc;104216; Prof-school;15; Married-civ-spouse; Sales; Husband; White; Male;0;0;25; United-States
2307;34; Self-emp-not-inc;345705; HS-grad;9; Never-married; Craft-repair; Not-in-family; White; Male;0;0;45; United-States
2308;31; Private;133770; Assoc-acdm;12; Married-civ-spouse; Craft-repair; Not-in-family; Asian-Pac-Islander; Male;0;0;50; United-States
2309;42; Private;209392; HS-grad;9; Divorced; Protective-serv; Not-in-family; Black; Male;0;0;35; United-States
2310;70; Private;262345; Some-college;10; Never-married; Adm-clerical; Not-in-family; White; Female;0;0;6; United-States
2311;29; Private;490332; Some-college;10; Married-civ-spouse; Transport-moving; Husband; White; Male;0;0;45; United-States
2312;27; Private;211570; 11th;7; Never-married; Handlers-cleaners; Other-relative; Black; Male;0;0;40; United-States
2313;25; Private;374918; 12th;8; Married-civ-spouse; Other-service; Wife; White; Female;0;0;40; United-States
2314;51; Private;106728; Bachelors;13; Married-civ-spouse; Exec-managerial; Husband; White; Male;5178;0;60; United-States
2315;35; Private;174597; Bachelors;13; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;40; United-States
2316;36; Self-emp-not-inc;233533; Some-college;10; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;60; United-States
2317;46; Private;133169; Assoc-voc;11; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;40; United-States
2318;52; Private;198824; Assoc-voc;11; Separated; Other-service; Unmarried; White; Female;0;0;35; United-States
2319;65; Private;174056; 7th-8th;4; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;0;0;40; United-States
2320;43; Private;188696; Assoc-voc;11; Divorced; Machine-op-inspct; Not-in-family; White; Male;0;0;40; United-States
2321;41; Local-gov;90692; HS-grad;9; Divorced; Prof-specialty; Unmarried; Asian-Pac-Islander; Female;0;0;40; United-States
2322;34; Private;271933; Bachelors;13; Never-married; Exec-managerial; Other-relative; White; Female;0;1741;45; United-States
2323;47; Self-emp-not-inc;102359; Bachelors;13; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;30; United-States
2324;49; Federal-gov;213668; Masters;14; Never-married; Exec-managerial; Not-in-family; White; Male;0;0;56; United-States
2325;21; Private;294789; Some-college;10; Never-married; Other-service; Not-in-family; White; Female;0;0;25; United-States
2326;20; Private;157599; Some-college;10; Never-married; Other-service; Not-in-family; White; Female;0;0;25; United-States
2327;18; Local-gov;134935; 12th;8; Never-married; Protective-serv; Own-child; White; Male;0;0;40; United-States
2328;27; Private;466224; Some-college;10; Never-married; Sales; Not-in-family; Black; Male;0;0;40; United-States
2329;34; Self-emp-not-inc;111985; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;50; United-States
2330;38; Private;264627; Some-college;10; Divorced; Adm-clerical; Unmarried; White; Female;0;0;40; United-States
2331;24; Private;213427; HS-grad;9; Never-married; Adm-clerical; Not-in-family; White; Male;0;0;40; United-States
2332;34; Private;279015; Some-college;10; Never-married; Sales; Not-in-family; White; Male;0;0;65; United-States
2333;47; Private;165937; HS-grad;9; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;0;0;50; United-States
2334;27; Federal-gov;188343; HS-grad;9; Separated; Exec-managerial; Unmarried; Black; Female;0;0;40; United-States
2335;63; Private;158609; Assoc-voc;11; Widowed; Adm-clerical; Unmarried; White; Female;0;0;8; United-States
2336;34; Private;193036; Some-college;10; Married-civ-spouse; Adm-clerical; Husband; Black; Male;0;0;40; United-States
2337;25; Private;198632; Some-college;10; Married-spouse-absent; Sales; Not-in-family; White; Male;0;0;50; United-States
2338;54; Private;175912; HS-grad;9; Widowed; Machine-op-inspct; Unmarried; White; Male;914;0;40; United-States
2339;35; Private;101387; HS-grad;9; Divorced; Sales; Not-in-family; White; Female;0;0;50; United-States
2340;24; Private;60783; Some-college;10; Married-civ-spouse; Transport-moving; Husband; White; Male;0;0;70; United-States
2341;26; Private;183224; Some-college;10; Never-married; Adm-clerical; Own-child; Asian-Pac-Islander; Female;0;0;35; United-States
2342;59; Local-gov;100776; Assoc-voc;11; Divorced; Adm-clerical; Not-in-family; White; Female;0;0;40; United-States
2343;20; Private;174063; Some-college;10; Never-married; Other-service; Own-child; White; Female;0;0;40; United-States
2344;41; Private;306495; HS-grad;9; Married-civ-spouse; Farming-fishing; Husband; White; Male;0;0;40; United-States
2345;51; Private;249741; Some-college;10; Married-civ-spouse; Sales; Husband; White; Male;0;0;40; United-States
2346;27; Private;93021; HS-grad;9; Never-married; Adm-clerical; Unmarried; Other; Female;0;0;40; United-States
2347;36; Private;49626; HS-grad;9; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;40; United-States
2348;25; Private;63062; Some-college;10; Never-married; Farming-fishing; Own-child; White; Male;0;0;60; United-States
2349;55; Private;320835; Bachelors;13; Married-civ-spouse; Sales; Husband; White; Male;0;0;50; United-States
2350;22; Local-gov;123727; Some-college;10; Never-married; Prof-specialty; Not-in-family; White; Female;0;0;21; United-States
2351;58; State-gov;110517; Doctorate;16; Married-civ-spouse; Prof-specialty; Husband; Asian-Pac-Islander; Male;4064;0;40; India
2352;43; Private;149670; Some-college;10; Married-civ-spouse; Adm-clerical; Wife; White; Female;4064;0;15; United-States
2353;39; Private;172425; Assoc-voc;11; Married-civ-spouse; Adm-clerical; Wife; White; Female;0;0;20; United-States
2354;40; Private;216116; 9th;5; Never-married; Machine-op-inspct; Unmarried; Black; Female;0;0;40; Haiti
2355;46; Private;174209; HS-grad;9; Divorced; Exec-managerial; Not-in-family; White; Male;0;0;45; United-States
2356;54; Federal-gov;175083; HS-grad;9; Never-married; Adm-clerical; Unmarried; White; Female;0;0;20; United-States
2357;19; Private;129059; Some-college;10; Never-married; Sales; Own-child; Black; Male;0;0;30; United-States
2358;24; Private;121313; HS-grad;9; Married-civ-spouse; Adm-clerical; Husband; White; Male;0;0;40; United-States
2359;24; State-gov;166851; Masters;14; Never-married; Prof-specialty; Not-in-family; White; Male;0;0;13; United-States
2360;29; Self-emp-not-inc;29616; HS-grad;9; Never-married; Farming-fishing; Own-child; White; Male;0;0;65; United-States
2361;56; Self-emp-inc;105582; Some-college;10; Married-civ-spouse; Exec-managerial; Husband; White; Male;7688;0;50; United-States
2362;56; Private;117881; 11th;7; Divorced; Machine-op-inspct; Not-in-family; White; Female;0;0;40; United-States
2363;34; Private;203408; Bachelors;13; Married-civ-spouse; Prof-specialty; Husband; White; Male;7688;0;50; United-States
2364;19; Private;446219; 10th;6; Never-married; Sales; Unmarried; Black; Female;0;0;40; United-States
2365;32; Self-emp-inc;110331; HS-grad;9; Married-civ-spouse; Sales; Husband; White; Male;0;0;65; United-States
2366;48; Private;207946; HS-grad;9; Divorced; Adm-clerical; Unmarried; White; Female;0;0;52; United-States
2367;47; Private;188330; HS-grad;9; Married-civ-spouse; Transport-moving; Husband; White; Male;0;0;25; United-States
2368;52; Private;147629; HS-grad;9; Married-civ-spouse; Transport-moving; Husband; White; Male;0;0;60; United-States
2369;40; Private;153799; 1st-4th;2; Married-spouse-absent; Machine-op-inspct; Unmarried; White; Female;0;0;40; Dominican-Republic
2370;28; Private;203776; 10th;6; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;50; United-States
2371;41; Private;168071; Bachelors;13; Married-civ-spouse; Exec-managerial; Husband; White; Male;7298;0;50; United-States
2372;57; Private;348430; 1st-4th;2; Divorced; Craft-repair; Unmarried; White; Male;0;0;40; Portugal
2373;51; Private;103407; HS-grad;9; Divorced; Adm-clerical; Not-in-family; White; Female;0;0;40; United-States
2374;33; Private;326104; Some-college;10; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;50; United-States
2375;46; Private;238162; Bachelors;13; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;45; United-States
2376;50; Private;221336; HS-grad;9; Divorced; Adm-clerical; Other-relative; Asian-Pac-Islander; Female;0;0;40; Philippines
2377;77; Self-emp-not-inc;145329; HS-grad;9; Never-married; Machine-op-inspct; Not-in-family; White; Male;401;0;20; United-States
2378;39; Private;315776; Masters;14; Never-married; Exec-managerial; Not-in-family; Black; Male;8614;0;52; United-States
2379;35; Private;325802; Assoc-acdm;12; Divorced; Handlers-cleaners; Unmarried; White; Female;0;0;24; United-States
2380;23; Private;133985; 10th;6; Never-married; Craft-repair; Own-child; Black; Female;0;0;40; United-States
2381;37; Private;269329; Assoc-voc;11; Divorced; Prof-specialty; Not-in-family; White; Female;8614;0;45; United-States
2382;41; Private;183203; HS-grad;9; Married-civ-spouse; Transport-moving; Husband; White; Male;0;0;50; United-States
2383;60; Private;76127; Assoc-acdm;12; Married-civ-spouse; Adm-clerical; Husband; White; Male;0;0;35; United-States
2384;32; Private;195891; Bachelors;13; Never-married; Adm-clerical; Not-in-family; White; Male;0;0;55; United-States
2385;56; Federal-gov;162137; HS-grad;9; Married-civ-spouse; Transport-moving; Husband; Amer-Indian-Eskimo; Male;0;0;40; United-States
2386;45; State-gov;37672; Assoc-voc;11; Divorced; Tech-support; Unmarried; White; Female;0;0;40; United-States
2387;24; Private;161708; HS-grad;9; Divorced; Exec-managerial; Not-in-family; White; Female;0;0;45; United-States
2388;18; Private;80616; 10th;6; Never-married; Handlers-cleaners; Own-child; White; Male;0;0;27; United-States
2389;31; Private;209276; HS-grad;9; Married-civ-spouse; Other-service; Husband; Other; Male;0;0;40; United-States
2390;45; Private;192835; Bachelors;13; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;1977;55; United-States
2391;23; Private;203240; Some-college;10; Never-married; Other-service; Not-in-family; White; Female;0;0;40; United-States
2392;45; State-gov;102308; Some-college;10; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;40; United-States
2393;18; Private;40829; 11th;7; Never-married; Sales; Other-relative; Amer-Indian-Eskimo; Female;0;0;25; United-States
2394;25; Private;60726; HS-grad;9; Married-civ-spouse; Transport-moving; Husband; Black; Male;0;0;30; United-States
2395;31; State-gov;116677; HS-grad;9; Married-civ-spouse; Sales; Husband; White; Male;0;0;40; United-States
2396;19; Private;57067; HS-grad;9; Never-married; Machine-op-inspct; Other-relative; White; Male;0;0;45; United-States
2397;41; Private;304906; Bachelors;13; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;40; United-States
2398;74; Private;101590; Prof-school;15; Widowed; Adm-clerical; Not-in-family; Black; Female;0;0;20; United-States
2399;27; Private;258102; 5th-6th;3; Never-married; Transport-moving; Not-in-family; White; Male;0;0;40; Mexico
2400;23; Private;241185; HS-grad;9; Never-married; Adm-clerical; Not-in-family; White; Female;0;0;40; United-States
2401;31; Private;124827; Assoc-voc;11; Married-civ-spouse; Sales; Husband; White; Male;0;0;40; United-States
2402;40; Self-emp-inc;76625; HS-grad;9; Married-civ-spouse; Handlers-cleaners; Husband; White; Male;0;0;40; United-States
2403;41; Federal-gov;263339; HS-grad;9; Married-civ-spouse; Transport-moving; Husband; White; Male;0;0;40; United-States
2404;25; Private;135645; Masters;14; Never-married; Sales; Not-in-family; White; Male;0;0;20; United-States
2405;42; Private;245626; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; Amer-Indian-Eskimo; Male;0;0;60; United-States
2406;24; Private;210781; Bachelors;13; Never-married; Craft-repair; Not-in-family; White; Female;0;0;40; United-States
2407;42; Private;235786; Assoc-acdm;12; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;50; United-States
2408;45; Self-emp-not-inc;160167; 10th;6; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;70; United-States
2409;52; Federal-gov;30731; HS-grad;9; Married-civ-spouse; Exec-managerial; Husband; White; Male;7298;0;40; United-States
2410;34; Private;314375; Assoc-voc;11; Divorced; Craft-repair; Not-in-family; White; Male;0;0;40; United-States
2411;32; Private;81528; HS-grad;9; Never-married; Handlers-cleaners; Other-relative; White; Male;0;0;60; United-States
2412;54; Private;182854; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;45; United-States
2413;42; Federal-gov;296798; 11th;7; Never-married; Tech-support; Not-in-family; White; Male;0;1340;40; United-States
2414;32; Private;194426; Bachelors;13; Married-civ-spouse; Tech-support; Husband; White; Male;15024;0;40; United-States
2415;55; Self-emp-inc;141807; Bachelors;13; Married-civ-spouse; Sales; Husband; White; Male;0;0;60; United-States
2416;52; State-gov;71344; Masters;14; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;40; United-States
2417;21; State-gov;341410; Some-college;10; Never-married; Adm-clerical; Not-in-family; White; Female;0;0;15; United-States
2418;33; Private;118941; Bachelors;13; Married-civ-spouse; Exec-managerial; Wife; White; Female;0;0;40; United-States
2419;27; Self-emp-not-inc;229125; 11th;7; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;40; United-States
2420;42; Local-gov;142756; Bachelors;13; Divorced; Prof-specialty; Not-in-family; White; Female;0;0;50; United-States
2421;27; Self-emp-inc;243871; Some-college;10; Never-married; Adm-clerical; Own-child; White; Female;0;0;45; United-States
2422;47; Private;213140; Assoc-voc;11; Married-civ-spouse; Craft-repair; Husband; White; Male;7688;0;40; United-States
2423;19; Private;196857; HS-grad;9; Never-married; Other-service; Not-in-family; White; Female;0;0;40; United-States
2424;46; Private;138626; Some-college;10; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;40; United-States
2425;55; Self-emp-not-inc;161334; HS-grad;9; Widowed; Other-service; Not-in-family; White; Female;0;0;25; Nicaragua
2426;50; Private;273536; 7th-8th;4; Married-civ-spouse; Sales; Husband; Other; Male;0;0;49; Dominican-Republic
2427;32; Private;115631; Some-college;10; Never-married; Adm-clerical; Not-in-family; White; Female;4101;0;50; United-States
2428;28; Private;185957; HS-grad;9; Married-civ-spouse; Adm-clerical; Wife; White; Female;0;0;40; United-States
2429;23; Private;334357; HS-grad;9; Never-married; Adm-clerical; Own-child; Black; Female;0;0;40; United-States
2430;43; Private;96102; Masters;14; Married-spouse-absent; Exec-managerial; Not-in-family; White; Male;0;0;50; United-States
2431;34; Private;213226; Bachelors;13; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;40; Iran
2432;19; Private;115248; Some-college;10; Never-married; Adm-clerical; Not-in-family; Asian-Pac-Islander; Male;0;0;40; Vietnam
2433;37; Private;185061; Some-college;10; Married-civ-spouse; Exec-managerial; Husband; Asian-Pac-Islander; Male;0;0;55; United-States
2434;27; Private;147638; Bachelors;13; Never-married; Adm-clerical; Other-relative; Asian-Pac-Islander; Female;0;0;40; Hong
2435;18; Private;280298; HS-grad;9; Never-married; Sales; Own-child; White; Female;0;0;24; United-States
2436;31; Private;163516; Some-college;10; Widowed; Adm-clerical; Unmarried; White; Female;0;0;40; United-States
2437;49; Private;277434; HS-grad;9; Married-civ-spouse; Transport-moving; Husband; White; Male;0;0;50; United-States
2438;26; Federal-gov;206983; Prof-school;15; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;60; Columbia
2439;48; Private;108993; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;45; United-States
2440;39; Private;288551; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; Black; Male;0;0;40; United-States
2441;41; Private;176069; HS-grad;9; Separated; Machine-op-inspct; Unmarried; White; Female;0;0;40; United-States
2442;48; State-gov;183486; Assoc-voc;11; Divorced; Prof-specialty; Unmarried; White; Female;0;0;56; United-States
2443;40; Private;163215; Bachelors;13; Divorced; Exec-managerial; Not-in-family; White; Female;10520;0;40; United-States
2444;70; Private;94692; Bachelors;13; Married-civ-spouse; Sales; Husband; White; Male;0;0;70; United-States
2445;20; Private;118462; HS-grad;9; Never-married; Handlers-cleaners; Own-child; White; Male;0;0;43; United-States
2446;38; Private;407068; 5th-6th;3; Married-civ-spouse; Other-service; Husband; White; Male;0;0;75; Mexico
2447;37; Self-emp-not-inc;243587; Some-college;10; Separated; Other-service; Own-child; White; Female;0;0;40; Cuba
2448;49; Private;23074; Some-college;10; Widowed; Exec-managerial; Not-in-family; White; Female;0;0;40; United-States
2449;51; Private;237735; HS-grad;9; Married-civ-spouse; Handlers-cleaners; Husband; White; Male;3103;0;40; United-States
2450;43; Private;188291; 1st-4th;2; Never-married; Sales; Own-child; White; Male;0;0;40; United-States
2451;38; Private;284166; Prof-school;15; Never-married; Prof-specialty; Not-in-family; White; Male;0;0;50; United-States
2452;23; Private;287681; 7th-8th;4; Never-married; Other-service; Not-in-family; White; Male;0;0;25; Mexico
2453;34; Private;509364; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;40; United-States
2454;33; Private;91964; Some-college;10; Never-married; Adm-clerical; Unmarried; White; Male;0;0;40; United-States
2455;31; Private;117526; Some-college;10; Never-married; Farming-fishing; Not-in-family; White; Female;0;0;45; United-States
2456;64; Private;91343; Some-college;10; Widowed; Tech-support; Unmarried; White; Female;0;0;40; United-States
2457;26; Local-gov;336969; Bachelors;13; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;28; El-Salvador
2458;55; Private;255364; Some-college;10; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;40; United-States
2459;61; Local-gov;167670; Bachelors;13; Married-spouse-absent; Prof-specialty; Not-in-family; White; Male;0;0;40; United-States
2460;37; Private;211494; HS-grad;9; Married-civ-spouse; Tech-support; Husband; White; Male;0;0;40; United-States
2461;78; Local-gov;136198; Bachelors;13; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;15; United-States
2462;27; Federal-gov;409815; Some-college;10; Never-married; Adm-clerical; Unmarried; Black; Female;0;0;40; United-States
2463;49; Private;188823; HS-grad;9; Divorced; Prof-specialty; Not-in-family; White; Male;0;0;42; United-States
2464;55; State-gov;146326; Masters;14; Married-civ-spouse; Prof-specialty; Husband; White; Male;7688;0;45; United-States
2465;42; Private;154374; Bachelors;13; Married-civ-spouse; Transport-moving; Husband; White; Male;0;0;58; United-States
2466;61; Private;197286; 9th;5; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;40; United-States
2467;64; Self-emp-not-inc;100722; Bachelors;13; Married-civ-spouse; Adm-clerical; Husband; White; Male;0;0;5; United-States
2468;46; Local-gov;377622; HS-grad;9; Married-civ-spouse; Other-service; Husband; White; Male;0;0;40; United-States
2469;24; Private;145964; Bachelors;13; Never-married; Exec-managerial; Not-in-family; White; Male;0;0;40; United-States
2470;27; Private;358636; Some-college;10; Married-civ-spouse; Craft-repair; Husband; White; Male;2829;0;70; United-States
